t00,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,EmailEff,TextEff,MailEff
0.036709104,0.002581058,0.006758593,0.067542634,0.02676804,0.010782327438348048,0.006812594,0.015648633788557628,0.017580879142356693,0.068527154,0.017783704,0.022359684780483693,0.054239002,0.037641138,0.038770851,0.061437785340519975,0.083813704,0.028722154,0.062278688,0.048274935,0.074555658,0.055701763,0.089353149,0.065356765,66.31686414377246,49.40314556246476,52.47532120043953
0.073309352,0.036042624,0.054028995,0.047857597,0.020961945,0.025888196003448594,0.004488641,0.058502835,0.044146147,0.014974846,0.049312515,0.004912062,0.019446382,0.012574776978854913,0.011193774023926566,0.008232903,0.008988573,0.053108322031236395,0.063412009,0.076762509,0.044738369,0.099294711,0.063509471,0.10431244455725697,53.32392640054416,61.53010149592205,29.851648742732017
0.020143732420731236,0.038832208216324424,0.075642769,0.005164845,0.015820717245480242,0.019953884523108867,0.006185177,0.017405392334250595,0.024703731,0.040045537121729334,0.008743058,0.016872871955700572,0.045458941,0.055724559,0.054105064,0.064226641,0.014930690000744689,0.055446126,0.029860001,0.079630684,0.07445031,0.078423771,0.081762303,0.076466986,11.918188066978956,59.10967355635593,43.96674670841843
0.044467829919198426,0.002000626,0.014835119566684084,0.060270754799723415,0.043154785,0.018954464154454197,0.040238241,0.07772082,0.094699289,0.018670774,0.052512129,0.036537019,0.011317696947986303,0.030502564,0.003179645,0.063037846,0.054481276,0.025247175202822107,0.067587224,0.063803525,0.1033845187727921,0.041108476789365266,0.024995668,0.007292533,29.05217266294298,81.48870984460928,9.584231621742608
0.034159371,0.000466425,0.077125186,0.042681346262132984,0.038605154,0.067277734,0.023919338,0.002751556,0.025903361693699122,0.013644894405515612,0.033554377,0.06626046,0.043015476,0.052279978,0.041889606,0.045949945,0.069295182,0.067580364,0.048251995642763106,0.093342589,0.023454560643426003,0.019665416275615754,0.037508585,0.031417099041250035,58.26984070666157,27.334328649672926,67.34029917006181
0.039900615,0.091004419,0.046332754,0.021487718646602313,0.090894562,0.057135892,0.003561317,0.030830868,0.006210187,0.011220844089102091,0.056314494366724484,0.019645473,0.053163267492659226,0.034582818,0.018984307408212622,0.034294285,0.008140714,0.051168752,0.003641737,0.016276707077450023,0.081628961,0.073953009,0.093410545,0.056215753892959464,20.30002471506006,25.65641046736158,58.17661508956793
0.09265435,0.048619557396764546,0.072692932,0.019194933390468006,0.032001734,0.008994721,0.051450017812744865,0.019223038,0.051119603371016384,0.024392990572657505,0.030939914,0.005374348,0.003104353,0.004567964,0.04885192,0.022745250201215646,0.008794885,0.074617742,0.053993102,0.029716671,0.084119766,0.055294125,0.093178861,0.064357224,71.81046937256974,27.751703134499657,75.39536943
0.017923920124281956,0.016182504851012056,0.004167686,0.010107069023252228,0.040434344,0.034451499,0.054558132,0.10899274497507687,0.079257146,0.026531606134817327,0.091851522,0.013035782873397277,0.026375364,0.003164647,0.052419639,0.003241658,0.04207606,0.053567183879230894,0.10602565043117908,0.090436657,0.004329522,0.027903129,0.045755431,0.047211100717870394,86.39827382504721,77.05232682785065,16.946648171576044
0.006119877,0.00607182,0.015535468289928927,0.023190691847743757,0.036287809,0.044446473,0.035516435,0.004398064,0.022866476,0.019658623753207923,0.10469848099958906,0.010642825650586893,0.051629821,0.04932264,0.063114195,0.022170866,0.064474205,0.084580705,0.034392658678183044,0.055901007,0.051201029,0.063679601,0.016288970872276733,0.11381125791753398,84.23376922667131,81.97767740129353,20.178522360218714
0.052736432435505146,0.025776064,0.024785166119488406,0.027748141024266006,0.060930529025189806,0.044420791,0.038409754714276156,0.061378491,0.093265044,0.058388646,0.047012833,0.045902313852933155,0.014451772607065956,0.004058832,0.071970668,0.05411645,0.035417621,0.030842084933400044,0.027047098,0.077078434,0.036159346,0.020859984,0.040969046,0.006274461,37.459002240124384,74.26822332,61.87221946073809
0.073278253,0.072144485,0.048781166,0.014031780706374728,0.043809389,0.031727683,0.036917159,0.056226293,0.047488889,0.028800655,0.025903090855356848,0.010371928,0.043646292,0.001895077,0.008474917,0.028127570401168592,0.04001936,0.005702721,0.06530361,0.065792982,0.078486404,0.034638303852353156,0.079216962,0.059215029,78.21150959515467,57.211316880769516,84.72712873774866
0.080934569,0.039661648393246304,0.003240497,0.015699039926746407,0.056223085,0.00650897,0.015315372320905586,0.010062814334291473,0.029670905341554935,0.010886161583467897,0.021013009,0.062157495202718065,0.047747521338877545,0.015436931021669483,0.068725096,0.051923348,0.078452786,0.032148868383735534,0.054462371,0.059189982,0.047207219,0.061282685,0.082047562,0.050002063668112794,26.53415344842997,84.65204459016311,67.58859635
0.071209512,0.016210497236336715,0.011669540696579226,0.048604014,0.028138056,0.033403635032282684,0.040069322,0.038562239096809794,0.002422147,0.066635979,0.026986358,0.041669386603939505,0.012480019599390957,0.040721610974470156,0.000436609,0.024556530984709078,0.002859499,0.016528637315279652,0.052568553084440584,0.077460981,0.12416530401474282,0.049261367,0.10829833222127909,0.06508187,73.97112799313541,63.15816973065576,18.766574230889685
0.000606041,0.040022512,0.060974042,0.044335946260130085,0.002366149,0.05786003,0.039311996,0.006158777,0.006088018,0.034342579,0.032776137,0.014743169319590146,0.048194594,0.014051046745471701,0.058828996372833696,0.057185389,0.022606006,0.086184572,0.043645466894271755,0.094734484,0.057696396,0.033856321,0.060482488904318864,0.082948843,29.589852850880078,29.664180200848364,60.61100986110799
0.058058938,0.025504615118035753,0.04609349,0.036273112400049025,0.000129127,0.021686081,0.070841745,0.048379153,0.032152626,0.022058408,0.025801779380478854,0.018522572,0.059815925,0.053295704,0.11145684954291044,0.072619467,0.014396849204861747,0.03092171,0.054717809,0.096517128,0.014648745067397415,0.033710397,0.016929578357330076,0.035468191,66.80891102,32.26263465064831,54.78463895684311
0.060903361,0.060908497,0.038943595,0.005246312,0.008738883,0.018362522,0.029392501,0.05326122,0.055990323,0.045903058187001695,0.064294526,0.047729002,0.024789290300231283,0.021892776921718284,0.03593849,0.066484228,0.049266408,0.037242991,0.030896244035899547,0.069581339,0.035717636,0.062867954,0.061752156,0.013896684,61.172663364361476,76.42258974703974,58.054944634502434
